"Protein Group","Top","Accession","Significance","Coverage (%)","#Peptides","#Unique","PTM","WT-30_1 Area","WT-30_2 Area","WT-30_3 Area","WT-22_1 Area","WT-22_2 Area","WT-22_3 Area","A1-30_1 Area","A1-30_2 Area","A1-30_3 Area","A1-22_1 Area","A1-22_2 Area","A1-22_3 Area","Sample Profile (Ratio)","WT-30 Area","WT-22 Area","A1-30 Area","A1-22 Area","Group Profile (Ratio)","Avg. Mass","Description"
67,TRUE,"P35486|ODPA_MOUSE",2.05,76.41,52,48,"Carbamidomethylation; Oxidation (M)",1.0151332E7,8518317.0,4974942.0,3368640.8,8955702.0,5127971.0,4889921.0,5197490.5,4446260.0,6296836.0,8302810.0,712056.5,1.72:1.44:0.84:0.57:1.51:0.87:0.83:0.88:0.75:1.07:1.40:0.12,7881530.5,5817438.0,4844557.0,5103900.5,1.33:0.98:0.82:0.86,43232,"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial OS=Mus musculus OX=10090 GN=Pdha1 PE=1 SV=1"
930,TRUE,"P12367|KAP2_MOUSE",1.32,2.49,5,1,"Carbamidomethylation; Oxidation (M)",12057.915,43775.617,49434.816,43670.715,20617.43,7840.6943,56040.957,5276.95,39415.383,43915.195,14276.69,182569.17,0.28:1.01:1.14:1.01:0.48:0.18:1.30:0.12:0.91:1.02:0.33:4.22,35089.45,24042.945,33577.76,80253.69,0.81:0.56:0.78:1.86,45389,"cAMP-dependent protein kinase type II-alpha regulatory subunit OS=Mus musculus OX=10090 GN=Prkar2a PE=1 SV=2"
2462,TRUE,"Q8BGT9|GLT12_MOUSE",2.25,1.04,1,1,"",3038.9065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1770.2526,0.0,0.0,0.0,7.58:0.00:0.00:0.00:0.00:0.00:0.00:0.00:4.42:0.00:0.00:0.00,3038.9065,0.0,1770.2526,0.0,2.53:0.00:1.47:0.00,66541,"Polypeptide N-acetylgalactosaminyltransferase 12 OS=Mus musculus OX=10090 GN=Galnt12 PE=2 SV=1"
170,FALSE,"Q7TNG5|EMAL2_MOUSE",3.55,0.92,1,1,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28577.62,0.0,0.00:0.00:0.00:0.00:0.00:0.00:0.00:0.00:0.00:0.00:12.00:0.00,0.0,0.0,0.0,28577.62,0.00:0.00:0.00:4.00,70734,"Echinoderm microtubule-associated protein-like 2 OS=Mus musculus OX=10090 GN=Eml2 PE=1 SV=1"
2684,TRUE,"Q9QXH4|ITAX_MOUSE",1.14,0.51,1,1,"",4032.0166,38602.844,36597.293,953.4885,40191.95,32696.637,21997.162,12888.415,17102.83,25341.672,23142.033,57715.945,0.16:1.49:1.41:0.04:1.55:1.26:0.85:0.50:0.66:0.98:0.89:2.23,26410.719,24614.025,17329.469,35399.883,1.02:0.95:0.67:1.36,129151,"Integrin alpha-X OS=Mus musculus OX=10090 GN=Itgax PE=1 SV=1"
725,TRUE,"P63087|PP1G_MOUSE",9.32,1.86,8,1,"Acetylation (Protein N-term)",0.0,29534.164,365.72937,558.7497,0.0,0.0,0.0,1516.7489,0.0,76238.88,0.0,5872.5767,0.00:3.11:0.04:0.06:0.00:0.00:0.00:0.16:0.00:8.02:0.00:0.62,14949.946,558.7497,1516.7489,41055.73,1.03:0.04:0.10:2.83,36984,"Serine/threonine-protein phosphatase PP1-gamma catalytic subunit OS=Mus musculus OX=10090 GN=Ppp1cc PE=1 SV=1"
984,TRUE,"P50096|IMDH1_MOUSE",23.97,9.53,6,4,"",115479.2,80612.79,87426.06,36737.984,34980.844,51212.3,88896.31,88768.98,84497.516,52513.254,67644.18,95184.71,1.57:1.09:1.19:0.50:0.47:0.70:1.21:1.21:1.15:0.71:0.92:1.29,102715.44,40977.043,99010.75,76074.805,1.29:0.51:1.24:0.95,55279,"Inosine-5'-monophosphate dehydrogenase 1 OS=Mus musculus OX=10090 GN=Impdh1 PE=1 SV=2"
2641,TRUE,"Q3UW53|NIBA1_MOUSE",16.34,1.19,1,1,"",3502.7656,23631.256,18568.592,177657.08,0.0,136104.55,5361.251,2338.4937,0.0,2138.8855,20349.496,5234.117,0.11:0.72:0.56:5.40:0.00:4.14:0.16:0.07:0.00:0.06:0.62:0.16,15234.204,156880.81,3849.8723,9240.833,0.33:3.39:0.08:0.20,102649,"Protein Niban 1 OS=Mus musculus OX=10090 GN=Niban1 PE=1 SV=2"
1092,TRUE,"P04444|HBBZ_MOUSE",0.17,17.01,4,3,"Carbamidomethylation",136160.05,200249.4,49837.61,159357.58,60188.918,196907.92,109444.664,118654.59,181585.16,152071.42,125575.3,67547.32,1.05:1.54:0.38:1.23:0.46:1.52:0.84:0.91:1.40:1.17:0.97:0.52,128749.016,138818.14,136561.47,115064.69,0.99:1.07:1.05:0.89,16494,"Hemoglobin subunit beta-H1 OS=Mus musculus OX=10090 GN=Hbb-bh1 PE=2 SV=3"
343,FALSE,"Q68FF6|GIT1_MOUSE",1.81,0.78,1,1,"",44223.645,134171.22,49393.688,53205.117,59895.33,22545.393,36065.15,32690.4,146361.98,18412.871,71446.336,31723.043,0.76:2.30:0.85:0.91:1.03:0.39:0.62:0.56:2.51:0.32:1.22:0.54,75929.516,45215.28,71705.84,40527.418,1.30:0.77:1.23:0.69,85300,"ARF GTPase-activating protein GIT1 OS=Mus musculus OX=10090 GN=Git1 PE=1 SV=1"
772,FALSE,"P86048|RL10L_MOUSE",3.51,33.18,7,6,"Carbamidomethylation",124557.945,155637.16,161533.4,192110.25,147239.08,193768.9,199604.47,180956.44,185358.45,149602.2,206944.95,66958.79,0.76:0.95:0.99:1.17:0.90:1.18:1.22:1.11:1.13:0.91:1.26:0.41,147242.84,177706.08,188639.78,141168.66,0.90:1.09:1.15:0.86,24558,"Large ribosomal subunit protein uL16-like OS=Mus musculus OX=10090 GN=Rpl10l PE=1 SV=1"
1342,TRUE,"Q80XI3|IF4G3_MOUSE",0.92,1.14,4,2,"",109426.516,63728.117,92717.02,40179.973,125191.25,168836.92,112156.54,132933.27,45428.03,14105.916,137150.58,82244.53,1.17:0.68:0.99:0.43:1.34:1.80:1.20:1.42:0.48:0.15:1.46:0.88,129625.48,130874.75,161193.73,103531.59,0.99:1.00:1.23:0.79,174890,"Eukaryotic translation initiation factor 4 gamma 3 OS=Mus musculus OX=10090 GN=Eif4g3 PE=1 SV=2"
2370,TRUE,"P98078|DAB2_MOUSE",11.65,0.78,1,1,"",50383.684,23271.316,39946.42,25576.742,57633.945,50317.56,25252.424,0.0,0.0,23899.365,41701.684,0.0,1.79:0.83:1.42:0.91:2.05:1.79:0.90:0.00:0.00:0.85:1.48:0.00,37867.14,44509.414,25252.424,32800.523,1.08:1.27:0.72:0.93,82312,"Disabled homolog 2 OS=Mus musculus OX=10090 GN=Dab2 PE=1 SV=2"
361,TRUE,"Q8VCM7|FIBG_MOUSE",5.36,44.50,17,17,"Carbamidomethylation; Oxidation (M)",639237.25,961128.94,466821.7,534126.06,623015.06,624318.6,879919.3,574808.9,2322127.5,1030236.4,877706.3,1.8254734E7,0.28:0.42:0.20:0.23:0.27:0.27:0.38:0.25:1.00:0.44:0.38:7.88,689062.6,593819.9,1258951.9,6720892.5,0.30:0.26:0.54:2.90,49391,"Fibrinogen gamma chain OS=Mus musculus OX=10090 GN=Fgg PE=1 SV=1"
260,TRUE,"Q9R0Y5|KAD1_MOUSE",4.14,76.80,21,21,"Carbamidomethylation; Oxidation (M)",342646.22,726108.56,2272760.8,2059527.9,2529618.5,851348.0,2789256.5,1807873.0,613601.94,1822908.4,1757598.8,5049754.5,0.18:0.39:1.21:1.09:1.34:0.45:1.48:0.96:0.33:0.97:0.93:2.68,1113838.5,1813498.1,1736910.5,2876754.0,0.59:0.96:0.92:1.53,21540,"Adenylate kinase isoenzyme 1 OS=Mus musculus OX=10090 GN=Ak1 PE=1 SV=1"
3214,TRUE,"P60229|EIF3E_MOUSE",0.10,2.70,1,1,"",15794.585,34417.734,24768.84,19314.91,30168.16,14595.007,18355.904,8492.289,87790.35,19913.518,20158.98,19760.33,0.60:1.32:0.95:0.74:1.15:0.56:0.70:0.33:3.36:0.76:0.77:0.76,24993.719,21359.36,38212.848,19944.275,0.96:0.82:1.46:0.76,52221,"Eukaryotic translation initiation factor 3 subunit E OS=Mus musculus OX=10090 GN=Eif3e PE=1 SV=1"
3044,TRUE,"Q66GT5|PTPM1_MOUSE",2.58,6.74,1,1,"",0.0,4350.827,18494.316,6739.4355,21685.025,20335.662,20355.938,53432.6,10349.61,16916.564,17496.742,17907.562,0.00:0.25:1.07:0.39:1.25:1.17:1.17:3.08:0.60:0.98:1.01:1.03,11422.572,16253.374,28046.05,17440.29,0.62:0.89:1.53:0.95,21943,"Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1 OS=Mus musculus OX=10090 GN=Ptpmt1 PE=1 SV=1"
607,TRUE,"Q8VCR8|MYLK2_MOUSE",3.80,23.00,10,9,"Carbamidomethylation; Oxidation (M)",548496.56,319649.16,554380.1,247685.31,242474.94,237259.22,248033.19,194585.72,181085.75,34282.67,330316.4,441594.16,1.84:1.07:1.86:0.83:0.81:0.80:0.83:0.65:0.61:0.11:1.11:1.48,477954.7,242473.16,207901.56,304692.34,1.55:0.79:0.67:0.99,65990,"Myosin light chain kinase 2, skeletal/cardiac muscle OS=Mus musculus OX=10090 GN=Mylk2 PE=1 SV=2"
3131,TRUE,"Q9EPL9|ACOX3_MOUSE",1.88,2.00,1,1,"",4347.423,137456.11,0.0,10253.806,9565.137,25440.99,11875.224,0.0,2820.1562,10123.954,10903.871,9090.536,0.22:7.11:0.00:0.53:0.50:1.32:0.61:0.00:0.15:0.52:0.56:0.47,70901.766,15086.645,7347.69,10039.454,2.74:0.58:0.28:0.39,78404,"Peroxisomal acyl-coenzyme A oxidase 3 OS=Mus musculus OX=10090 GN=Acox3 PE=1 SV=2"
2263,TRUE,"Q3U5Q7|CMPK2_MOUSE",10.41,5.37,2,2,"Carbamidomethylation",45292.742,81839.125,58300.246,72701.98,60734.367,59126.594,55622.816,89601.23,15118.639,34544.023,15149.701,12810.07,0.90:1.63:1.16:1.45:1.21:1.18:1.11:1.79:0.30:0.69:0.30:0.26,61810.707,64187.65,62393.21,26676.273,1.15:1.19:1.16:0.50,50036,"UMP-CMP kinase 2, mitochondrial OS=Mus musculus OX=10090 GN=Cmpk2 PE=1 SV=2"
409,FALSE,"Q01098|NMDE3_MOUSE",1.16,0.48,1,1,"",8238.759,20824.252,108332.9,54233.188,22006.873,110755.51,150232.9,2027.3395,102175.77,77932.22,148943.45,50720.484,0.12:0.29:1.52:0.76:0.31:1.55:2.11:0.03:1.43:1.09:2.09:0.71,45798.637,62331.855,84812.01,92532.055,0.64:0.87:1.19:1.30,135420,"Glutamate receptor ionotropic, NMDA 2C OS=Mus musculus OX=10090 GN=Grin2c PE=1 SV=2"
244,TRUE,"P19536|COX5B_MOUSE",13.51,49.22,20,19,"Oxidation (M)",1.4166496E7,1.6424999E7,1.1735649E7,1.4358879E7,1.0868871E7,5928000.5,1.4258593E7,5669720.0,6989115.0,3034370.0,7630339.0,2295600.0,1.50:1.74:1.24:1.52:1.15:0.63:1.51:0.60:0.74:0.32:0.81:0.24,1.4109048E7,1.038525E7,8972476.0,4320103.0,1.49:1.10:0.95:0.46,13813,"Cytochrome c oxidase subunit 5B, mitochondrial OS=Mus musculus OX=10090 GN=Cox5b PE=1 SV=1"
1125,FALSE,"P47739|AL3A1_MOUSE",0.80,2.65,2,1,"",11812.762,87128.234,18381.71,0.0,25713.623,22672.318,36542.285,45980.766,19134.38,35214.44,52708.76,31488.836,0.37:2.70:0.57:0.00:0.80:0.70:1.13:1.43:0.59:1.09:1.64:0.98,39107.57,24192.97,33885.812,39804.01,1.14:0.71:0.99:1.16,50481,"Aldehyde dehydrogenase, dimeric NADP-preferring OS=Mus musculus OX=10090 GN=Aldh3a1 PE=1 SV=2"
3111,TRUE,"Q91XU0|WRIP1_MOUSE",50.89,0.91,1,1,"",0.0,0.0,0.0,15427.392,7534.552,4272.054,6108.436,33507.344,0.0,0.0,33122.082,10488.608,0.00:0.00:0.00:1.68:0.82:0.46:0.66:3.64:0.00:0.00:3.60:1.14,0.0,9077.999,19807.89,21805.346,0.00:0.72:1.56:1.72,71794,"ATPase WRNIP1 OS=Mus musculus OX=10090 GN=Wrnip1 PE=1 SV=2"
1469,TRUE,"Q8C0D5|EFL1_MOUSE",7.27,0.53,1,1,"",5649.9463,6988.1416,7914.2563,7546.1675,0.0,4531.0557,27151.63,9634.695,0.0,17512.365,0.0,0.0,0.78:0.96:1.09:1.04:0.00:0.63:3.75:1.33:0.00:2.42:0.00:0.00,6850.7812,6038.6113,18393.164,17512.365,0.56:0.50:1.51:1.44,125777,"Elongation factor-like GTPase 1 OS=Mus musculus OX=10090 GN=Efl1 PE=1 SV=1"
362,TRUE,"P80318|TCPG_MOUSE",4.77,26.97,14,14,"Carbamidomethylation; Oxidation (M)",307676.16,364359.84,483849.9,406619.3,437315.2,249585.56,304294.5,426301.38,258267.81,1111435.2,336954.8,498726.44,0.71:0.84:1.12:0.94:1.01:0.58:0.70:0.99:0.60:2.57:0.78:1.15,385295.3,364506.7,329621.25,649038.8,0.89:0.84:0.76:1.50,60630,"T-complex protein 1 subunit gamma OS=Mus musculus OX=10090 GN=Cct3 PE=1 SV=1"
760,TRUE,"P51150|RAB7A_MOUSE",2.45,43.00,8,7,"",907069.25,514334.38,402270.7,433296.88,605844.25,675884.1,527650.6,770045.9,473668.88,807928.06,371768.12,5460073.0,0.91:0.52:0.40:0.44:0.61:0.68:0.53:0.77:0.48:0.81:0.37:5.48,607891.44,571675.06,590455.1,2213256.5,0.61:0.57:0.59:2.22,23490,"Ras-related protein Rab-7a OS=Mus musculus OX=10090 GN=Rab7a PE=1 SV=2"
2893,TRUE,"Q5XJV6|LMTK3_MOUSE",10.76,0.42,1,1,"",9274.429,0.0,0.0,0.0,456856.75,14366.899,47738.523,0.0,35702.59,43835.72,4518.4946,16375.705,0.18:0.00:0.00:0.00:8.72:0.27:0.91:0.00:0.68:0.84:0.09:0.31,9274.429,235611.83,41720.555,21576.639,0.12:3.06:0.54:0.28,150891,"Serine/threonine-protein kinase LMTK3 OS=Mus musculus OX=10090 GN=Lmtk3 PE=1 SV=1"
1014,FALSE,"Q63886|UD11_MOUSE",10.21,1.50,1,1,"",3684.1614,3324.0374,0.0,3741.7578,0.0,0.0,8440.076,10005.507,6626.662,8293.236,6515.006,0.0,0.87:0.79:0.00:0.89:0.00:0.00:2.00:2.37:1.57:1.97:1.54:0.00,3504.0994,3741.7578,8357.415,7404.121,0.61:0.65:1.45:1.29,60047,"UDP-glucuronosyltransferase 1A1 OS=Mus musculus OX=10090 GN=Ugt1a1 PE=1 SV=2"
119,FALSE,"Q3ULZ2|FHDC1_MOUSE",5.50,0.52,1,1,"",30120.5,38469.39,45600.79,35051.96,38407.26,30907.926,24305.887,14255.199,72272.94,16413.086,27791.85,11690.115,0.94:1.20:1.42:1.09:1.20:0.96:0.76:0.44:2.25:0.51:0.87:0.36,38063.56,34789.05,36944.676,18631.684,1.19:1.08:1.15:0.58,125367,"FH2 domain-containing protein 1 OS=Mus musculus OX=10090 GN=Fhdc1 PE=1 SV=3"
3100,TRUE,"P50608|FMOD_MOUSE",4.67,2.13,1,1,"",19079.957,6782.162,25989.287,22923.643,19123.34,28828.424,11739.622,32223.57,25383.81,23428.13,27243.44,70554.445,0.73:0.26:1.00:0.88:0.73:1.10:0.45:1.23:0.97:0.90:1.04:2.70,17283.803,23625.135,23115.668,40408.67,0.66:0.90:0.89:1.55,43055,"Fibromodulin OS=Mus musculus OX=10090 GN=Fmod PE=2 SV=1"
2280,TRUE,"Q8C650|SEP10_MOUSE",1.08,2.43,1,1,"Acetylation (Protein N-term); Carbamidomethylation",9829.304,8572.778,2198.4722,8800.572,13597.856,10079.789,16813.283,1493.6682,15889.504,9084.386,8749.855,1552.0603,1.11:0.96:0.25:0.99:1.53:1.13:1.89:0.17:1.79:1.02:0.98:0.17,6866.8516,10826.072,11398.818,6462.1006,0.77:1.22:1.28:0.73,52422,"Septin-10 OS=Mus musculus OX=10090 GN=Septin10 PE=1 SV=1"
267,FALSE,"P23881|TCEA3_MOUSE",19.22,2.02,2,2,"",124246.0,90420.875,108146.39,46049.617,34096.832,39972.973,46365.555,124241.09,50678.383,22314.213,45732.297,34488.64,1.94:1.42:1.69:0.72:0.53:0.63:0.73:1.94:0.79:0.35:0.72:0.54,107604.42,40039.81,73761.68,34178.383,1.68:0.63:1.15:0.53,38850,"Transcription elongation factor A protein 3 OS=Mus musculus OX=10090 GN=Tcea3 PE=1 SV=3"
1151,TRUE,"Q9QYB1|CLIC4_MOUSE",9.87,19.76,5,5,"Carbamidomethylation",793867.6,765516.4,434019.3,622059.0,801741.44,429133.62,530870.06,509974.94,360230.22,340941.16,453999.12,266117.8,1.51:1.46:0.83:1.18:1.53:0.82:1.01:0.97:0.69:0.65:0.86:0.51,664467.75,617644.7,467025.06,366292.6,1.26:1.17:0.88:0.69,28729,"Chloride intracellular channel protein 4 OS=Mus musculus OX=10090 GN=Clic4 PE=1 SV=3"
1346,FALSE,"P05532|KIT_MOUSE",19.86,0.82,1,1,"Carbamidomethylation",21537.205,14505.991,37349.383,22905.191,40899.5,25789.26,68549.17,23515.387,27121.594,2004.5851,3670.5867,11545.233,0.86:0.58:1.50:0.92:1.64:1.03:2.75:0.94:1.09:0.08:0.15:0.46,24464.193,29864.65,39728.72,5740.1353,0.98:1.20:1.59:0.23,109343,"Mast/stem cell growth factor receptor Kit OS=Mus musculus OX=10090 GN=Kit PE=1 SV=3"
1029,TRUE,"Q2UY11|COSA1_MOUSE",0.00,0.53,4,1,"",31869.838,8729.66,16390.352,14390.848,16171.28,21551.525,15936.364,18337.006,0.0,14488.458,18404.19,0.0,2.17:0.59:1.12:0.98:1.10:1.47:1.08:1.25:0.00:0.99:1.25:0.00,18996.617,17371.219,17136.686,16446.324,1.09:0.99:0.98:0.94,118749,"Collagen alpha-1(XXVIII) chain OS=Mus musculus OX=10090 GN=Col28a1 PE=2 SV=1"
2690,TRUE,"Q9D1R1|T126B_MOUSE",16.87,4.35,1,1,"",83607.7,89976.55,103965.96,107402.88,221413.69,53629.707,34726.332,21870.793,12499.37,21804.527,1591.0692,0.0,1.33:1.43:1.66:1.71:3.53:0.86:0.55:0.35:0.20:0.35:0.03:0.00,92516.734,127482.09,23032.164,11697.798,1.45:2.00:0.36:0.18,25444,"Complex I assembly factor TMEM126B, mitochondrial OS=Mus musculus OX=10090 GN=Tmem126b PE=1 SV=1"
72,FALSE,"A0JLY1|CF210_MOUSE",9.20,1.10,1,1,"",0.0,0.0,3526.9546,0.0,15113.3125,6086.75,3055.2932,0.0,3258.936,33849.63,0.0,21095.004,0.00:0.00:0.49:0.00:2.11:0.85:0.43:0.00:0.45:4.72:0.00:2.94,3526.9546,10600.031,3157.1147,27472.316,0.32:0.95:0.28:2.46,65132,"Cilia- and flagella- associated protein 210 OS=Mus musculus OX=10090 GN=Cfap210 PE=1 SV=1"
2692,TRUE,"Q9Z0P4|PALM_MOUSE",3.89,4.70,1,1,"",8929.429,23392.154,8940.302,6874.6924,24821.738,9553.299,26427.11,27709.074,29836.85,26541.889,24254.516,4392.031,0.48:1.27:0.48:0.37:1.34:0.52:1.43:1.50:1.62:1.44:1.31:0.24,13753.962,13749.91,27991.012,18396.145,0.74:0.74:1.52:1.00,41614,"Paralemmin-1 OS=Mus musculus OX=10090 GN=Palm PE=1 SV=1"
556,TRUE,"Q91VR2|ATPG_MOUSE",7.31,29.19,10,10,"Carbamidomethylation; Oxidation (M)",1672711.5,1836596.5,1380125.8,1893605.6,1736833.6,1846820.4,1283906.6,1996458.6,1414244.1,606078.4,1221174.8,1592480.8,1.09:1.19:0.90:1.23:1.13:1.20:0.83:1.30:0.92:0.39:0.79:1.03,1629811.2,1825753.2,1564869.9,1139911.2,1.06:1.19:1.02:0.74,32886,"ATP synthase F(1) complex subunit gamma, mitochondrial OS=Mus musculus OX=10090 GN=Atp5f1c PE=1 SV=1"
482,TRUE,"Q9D8E6|RL4_MOUSE",0.01,31.03,12,12,"Carbamidomethylation",422919.78,273730.72,3153262.0,429001.28,616681.6,903969.75,151754.05,404252.44,2897193.0,5526300.0,378050.88,139936.16,0.33:0.21:2.47:0.34:0.48:0.71:0.12:0.32:2.27:4.34:0.30:0.11,1283304.1,649884.25,1151066.5,2014762.4,1.01:0.51:0.90:1.58,47154,"Large ribosomal subunit protein uL4 OS=Mus musculus OX=10090 GN=Rpl4 PE=1 SV=3"
373,TRUE,"Q9JII6|AK1A1_MOUSE",4.89,40.31,13,12,"Acetylation (Protein N-term); Oxidation (M)",648103.75,430503.56,699266.1,245175.06,459930.0,708553.9,546802.6,262278.97,231489.84,321773.66,459617.94,83576.0,1.53:1.01:1.65:0.58:1.08:1.67:1.29:0.62:0.54:0.76:1.08:0.20,592624.5,471219.62,346857.16,288322.53,1.40:1.11:0.82:0.68,36587,"Aldo-keto reductase family 1 member A1 OS=Mus musculus OX=10090 GN=Akr1a1 PE=1 SV=3"
3043,TRUE,"Q9CQ65|MTAP_MOUSE",7.69,6.01,1,1,"",8369.436,35176.473,13290.82,4080.2654,15610.379,12426.144,14697.879,6400.3525,6089.361,7813.619,4260.7183,1574.6774,0.77:3.25:1.23:0.38:1.44:1.15:1.36:0.59:0.56:0.72:0.39:0.15,18945.576,10705.596,9062.531,4549.6714,1.75:0.99:0.84:0.42,31062,"S-methyl-5'-thioadenosine phosphorylase OS=Mus musculus OX=10090 GN=Mtap PE=1 SV=1"
191,FALSE,"Q5U680|SAMC_MOUSE",9.62,2.19,1,1,"",112799.15,109497.2,52599.26,133974.5,131598.73,136558.48,58265.887,52552.812,10105.934,50504.145,137278.5,38600.47,1.32:1.28:0.62:1.57:1.54:1.60:0.68:0.62:0.12:0.59:1.61:0.45,91631.875,134043.9,40308.21,75461.04,1.07:1.57:0.47:0.88,29027,"Mitochondrial S-adenosylmethionine carrier protein OS=Mus musculus OX=10090 GN=Slc25a26 PE=1 SV=2"
2292,TRUE,"Q64314|CD34_MOUSE",22.38,1.57,1,1,"",0.0,0.0,0.0,3785.561,135286.28,88459.3,2076.648,0.0,0.0,0.0,4517.3125,4306.5796,0.00:0.00:0.00:0.19:6.81:4.45:0.10:0.00:0.00:0.00:0.23:0.22,0.0,75843.71,2076.648,4411.9463,0.00:3.68:0.10:0.21,40983,"Hematopoietic progenitor cell antigen CD34 OS=Mus musculus OX=10090 GN=Cd34 PE=1 SV=1"
671,TRUE,"Q8VE95|CH082_MOUSE",12.32,44.95,8,8,"Carbamidomethylation; Oxidation (M)",1115811.0,877542.94,1367246.6,742003.5,606793.56,815669.1,748257.25,469472.03,524708.8,445817.7,341840.03,40703.766,1.65:1.30:2.03:1.10:0.90:1.21:1.11:0.70:0.78:0.66:0.51:0.06,1120200.2,721488.75,580812.7,276120.5,1.66:1.07:0.86:0.41,24330,"UPF0598 protein C8orf82 homolog OS=Mus musculus OX=10090 PE=1 SV=1"
3060,TRUE,"Q9JHS9|CWC15_MOUSE",1.57,4.80,1,1,"",10440.267,5948.5903,10347.686,11068.5,11015.109,14648.917,8330.392,24217.404,21232.988,19222.543,17892.29,1257.4198,0.81:0.46:0.80:0.85:0.85:1.13:0.64:1.87:1.64:1.48:1.38:0.10,8912.181,12244.176,17926.928,12790.751,0.69:0.94:1.38:0.99,26624,"Spliceosome-associated protein CWC15 homolog OS=Mus musculus OX=10090 GN=Cwc15 PE=1 SV=1"
269,TRUE,"Q9QYR9|ACOT2_MOUSE",4.41,24.06,22,14,"Acetylation (Protein N-term); Carbamidomethylation",1297761.2,300898.88,761275.06,870470.4,799163.25,683911.25,689761.5,679118.75,664152.56,332184.72,273408.53,718879.8,1.93:0.45:1.13:1.29:1.19:1.02:1.03:1.01:0.99:0.49:0.41:1.07,786645.06,784514.94,677677.6,441491.03,1.17:1.17:1.01:0.66,49657,"Acyl-coenzyme A thioesterase 2, mitochondrial OS=Mus musculus OX=10090 GN=Acot2 PE=1 SV=2"
401,TRUE,"Q9CQZ5|NDUA6_MOUSE",6.43,54.96,13,13,"Acetylation (Protein N-term); Oxidation (M)",1212276.8,937876.4,920299.3,1134929.2,2132964.0,1315021.1,1321290.0,992265.7,945198.5,1084669.2,1401247.4,1877113.1,0.95:0.74:0.72:0.89:1.68:1.03:1.04:0.78:0.74:0.85:1.10:1.47,1023484.2,1527638.1,1086251.5,1454343.2,0.80:1.20:0.85:1.14,15283,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6 OS=Mus musculus OX=10090 GN=Ndufa6 PE=1 SV=1"
833,TRUE,"Q5M8N4|D39U1_MOUSE",8.32,25.26,7,7,"",2573085.2,4652175.5,1118756.6,249593.19,1847313.1,660760.8,257718.81,1543135.0,165836.48,147547.22,594277.9,673543.25,2.13:3.85:0.93:0.21:1.53:0.55:0.21:1.28:0.14:0.12:0.49:0.56,2781339.0,919222.4,655563.44,471789.44,2.30:0.76:0.54:0.39,31458,"Epimerase family protein SDR39U1 OS=Mus musculus OX=10090 GN=Sdr39u1 PE=1 SV=2"
178,TRUE,"P27773|PDIA3_MOUSE",5.07,64.16,31,31,"Carbamidomethylation; Oxidation (M)",938682.3,1037972.0,856565.6,1601425.9,655748.5,1045350.56,472827.7,900579.44,971271.44,2711599.2,923065.06,1254947.0,0.84:0.93:0.77:1.44:0.59:0.94:0.42:0.81:0.87:2.43:0.83:1.13,944406.6,1100841.6,781559.5,1629870.5,0.85:0.99:0.70:1.46,56678,"Protein disulfide-isomerase A3 OS=Mus musculus OX=10090 GN=Pdia3 PE=1 SV=2"
1670,TRUE,"P24547|IMDH2_MOUSE",9.79,2.33,3,1,"",34042.355,67979.33,16109.402,0.0,3811.1196,9160.963,6121.534,36456.52,32221.373,12125.326,5341.946,9329.577,1.76:3.51:0.83:0.00:0.20:0.47:0.32:1.88:1.66:0.63:0.28:0.48,39377.027,6486.041,24933.143,8932.283,1.98:0.33:1.25:0.45,55815,"Inosine-5'-monophosphate dehydrogenase 2 OS=Mus musculus OX=10090 GN=Impdh2 PE=1 SV=2"
2783,TRUE,"Q8R4P4|TMC2_MOUSE",0.15,0.68,1,1,"",5182.2637,5316.793,4063.9136,3732.2666,6309.7524,5591.281,4805.006,8218.536,4028.5686,3995.2878,7045.71,0.0,1.07:1.09:0.84:0.77:1.30:1.15:0.99:1.69:0.83:0.82:1.45:0.00,4854.323,5211.1,5684.037,5520.499,0.91:0.98:1.07:1.04,101134,"Transmembrane channel-like protein 2 OS=Mus musculus OX=10090 GN=Tmc2 PE=1 SV=1"
92,FALSE,"Q9CXI3|MOXD1_MOUSE",2.70,1.14,1,1,"",5282.979,2459.0798,3661.224,11245.671,10400.675,1827.4706,6863.0757,980.1166,12142.309,29946.158,1694.3096,93104.36,0.35:0.16:0.24:0.75:0.69:0.12:0.46:0.07:0.81:2.00:0.11:6.22,3801.0942,7824.6055,6661.8335,41581.61,0.25:0.52:0.45:2.78,69678,"DBH-like monooxygenase protein 1 OS=Mus musculus OX=10090 GN=Moxd1 PE=1 SV=1"
1684,FALSE,"Q6PAR0|KLD10_MOUSE",9.22,1.37,1,1,"",16803.709,21973.73,33172.926,29276.414,30429.955,56116.17,28908.236,65828.79,49549.504,13075.011,35851.016,6063.5767,0.52:0.68:1.03:0.91:0.94:1.74:0.90:2.04:1.54:0.41:1.11:0.19,23983.455,38607.516,48095.508,18329.867,0.74:1.20:1.49:0.57,49012,"Kelch domain-containing protein 10 OS=Mus musculus OX=10090 GN=Klhdc10 PE=1 SV=1"
